gene,importance,deceased_avg_expression,survivors_avg_expression
TNPO3,0.000449906,0.043065023,0.19474438
TNRC18,0.000564169,0.078207078,0.409991708
TNRC6A,0.000560117,0.037871931,0.162774386
TNRC6B,0.000362195,0.025122091,0.110908179
TNS3,0.00014716,0.074037468,0.338794832
TOB2,0.000301317,0.048440263,0.204081994
TOM1L2,4.26E-05,0.039400016,0.179075353
TOMM70,0.00083738,0.068596551,0.290463143
TOP1,0.000223761,0.06507281,0.300008166
TOP2B,0.000875696,0.120606537,0.539614146
TOP3A,0.000376547,0.018252709,0.086385887
TOPBP1,0.000227171,0.030994434,0.141608921
TOR1A,0.001307249,0.026256827,0.117018023
TOR1AIP1,0.000520756,0.050720684,0.216963101
TOR1AIP2,0.000685431,0.049350017,0.238595757
TOR1B,0.000533446,0.017632844,0.079637691
TOR3A,0,0.034700939,0.179978816
TOX4,0.000411483,0.044822425,0.20505273
TP53I11,0.000544177,0.097306833,0.436306362
TPD52L2,0,0.07542645,0.350017578
TPGS2,0.000430885,0.038394057,0.171434615
TPP1,0.000154532,0.076509841,0.344045774
TPP2,0,0.032663428,0.144946305
TPR,0.001268282,0.098698374,0.464542431
TPRG1L,6.07E-05,0.040639086,0.170582473
TRA2A,0,0.042201297,0.186599391
TRA2B,6.12E-05,0.073744025,0.321345438
TRAF3IP2,0.000113468,0.022813529,0.094882385
TRAK1,0.00018603,0.044571171,0.20834363
TRAK2,0.000531408,0.040742132,0.178433569
TRAM1,0.000680427,0.155194907,0.651922315
TRAM2,0.000151354,0.033781372,0.143946217
TRAPPC11,0.000676566,0.027488134,0.119583224
TRAPPC12,0.000910219,0.020753861,0.096842327
TRAPPC3,7.43E-05,0.032348368,0.147352999
TRAPPC9,0.000661632,0.033797935,0.152902903
TRIB1,0.001377759,0.073505353,0.28213397
TRIM24,0.000449524,0.028691711,0.130827114
TRIM25,0.000992168,0.030957065,0.130881597
TRIM26,0.000583661,0.045660374,0.214317765
TRIM27,0.000348651,0.041261666,0.194511245
TRIM41,0.000427075,0.015357098,0.074138123
TRIM44,0.001171145,0.074313707,0.327395715
TRIM56,0.000517432,0.049578496,0.208899761
TRIM69,0,0.02166358,0.094198704
TRIM8,0.000381102,0.061528591,0.277761109
TRIOBP,0.00051388,0.042879441,0.175808396
TRIP11,0.000361171,0.037853221,0.172526636
TRIP12,0.000772615,0.121263047,0.52919355
TRIP4,0.000302281,0.015676676,0.071516024
TRMT5,0.00012882,0.012339862,0.055505423
TRRAP,0.000326289,0.052847691,0.242383851
TSC1,0.000102335,0.023278411,0.101642258
TSC2,6.39E-05,0.049596135,0.235527519
TSC22D1,0.000337985,0.133126501,0.505102438
TSC22D3,3.70E-05,0.097067946,0.428156184
TSG101,0.00015409,0.040933183,0.191950654
TSN,0.000187143,0.057837403,0.262221298
TSNAX,0.000271183,0.025660358,0.119094996
TSPYL1,0.001119002,0.066442468,0.272714912
TSR1,0.00040245,0.020505959,0.093644476
TTC1,0.000209417,0.027781437,0.124101286
TTC17,0.000147622,0.053682442,0.232792385
TTC19,0.000209422,0.033655376,0.141511098
TTC27,0.000401271,0.014325979,0.063588527
TTC31,0.00024045,0.013596378,0.060696046
TTC37,9.72E-05,0.05464479,0.234064006
TTI1,0.00045494,0.019747938,0.093961104
TTL,0.000633018,0.020939308,0.09802579
TTYH3,0.000867727,0.055302433,0.27058932
TUBB4B,0.000268212,0.126506264,0.645431927
TUBGCP2,0.000130285,0.04045581,0.179300079
TUBGCP6,6.33E-05,0.021311171,0.100167911
TUG1,0.000141899,0.07416432,0.325380457
TULP3,0.000320073,0.017650802,0.075931909
TULP4,0.000406986,0.037757284,0.167163375
TUT7,0.000210033,0.027296936,0.115586645
TWF1,0.000524345,0.040005543,0.187389691
TXLNA,0.000381462,0.059232551,0.275602163
TXNDC11,0,0.035100502,0.162928526
TXNDC15,5.54E-05,0.032979177,0.144733544
TXNL1,0,0.044883428,0.200247824
TXNL4A,0,0.029039109,0.138155306
TXNRD1,0,0.054238294,0.227207678
TYK2,0.000365995,0.03358898,0.163981032
TYW1,0,0.01348836,0.061695421
U2AF2,0.000435336,0.076599,0.380976985
U2SURP,6.51E-05,0.061634381,0.268989007
UACA,0.001362178,0.048784932,0.187657098
UAP1,0.001097862,0.071496342,0.294830563
UBA2,0.001695244,0.068715993,0.288955355
UBA3,0.000156691,0.026154011,0.115547641
UBA6,0,0.03257801,0.142773634
UBAC2,0.000348847,0.040687913,0.190168624
UBAP1,0.000203948,0.036775469,0.153689562
UBAP2,0.00016199,0.031085637,0.136239412
UBAP2L,0.000140031,0.121125805,0.570915914
UBE2A,0.00028629,0.041905431,0.180613586
UBE2B,0.000745067,0.037009291,0.152192817
UBE2D2,0.000135348,0.048865042,0.222588344
UBE2D3,0.000146047,0.149133349,0.63830827
UBE2G1,0.00139254,0.031278312,0.132488428
UBE2G2,0.00053498,0.051441091,0.219926392
UBE2H,0,0.119818829,0.525923476
UBE2I,0,0.041147546,0.192696414
UBE2J2,0.000379455,0.02259752,0.107336557
UBE2K,0.000623486,0.060043828,0.264641391
UBE2L3,0.000394751,0.052208914,0.235872118
UBE2L6,0.000461848,0.058698885,0.296305436
UBE2N,0.000384849,0.053193396,0.238948172
UBE2Q1,0.000217526,0.052537105,0.245210843
UBE2R2,0.000299794,0.059840438,0.271677186
UBE2V2,0.000287268,0.038695131,0.169900377
UBE2W,0.000562792,0.026015018,0.108456967
UBE3A,0.000310966,0.05575672,0.240892345
UBE3B,0,0.037536172,0.167540458
UBE3C,0.000303645,0.06262677,0.279310721
UBE4B,0,0.037872941,0.161266463
UBFD1,0.000445994,0.051404875,0.238962683
UBL3,0.000118974,0.045954041,0.180447275
UBL5,0,0.053372003,0.264362716
UBN1,0.000135556,0.050122016,0.224908729
UBP1,0.000683344,0.059353621,0.255723891
UBQLN1,8.36E-05,0.096136039,0.401030605
UBQLN2,0.000864878,0.037945021,0.159598309
UBQLN4,7.08E-05,0.041857099,0.198199811
UBR2,0.000146966,0.044006916,0.189042733
UBR3,0.000411397,0.037888738,0.153548875
UBR4,0.000397763,0.097584003,0.429626264
UBR5,8.07E-05,0.099610206,0.444579702
UBR7,0.000182096,0.029884518,0.142491477
UBTF,0.000132837,0.073395944,0.372040609
UBXN4,0.00051492,0.099450522,0.427838011
UBXN7,0.000558225,0.038139834,0.153876921
UCHL5,0.000232113,0.025962443,0.115653544
UCK2,0.00033875,0.024456101,0.105061429
UFC1,0.000283885,0.063712161,0.298524836
UFD1,0.000455968,0.019321787,0.088577168
UFM1,0.000661772,0.045251609,0.18845555
UGGT1,0.000350835,0.060956678,0.287454566
UGP2,0.000351663,0.091430225,0.318864548
UHMK1,0.000753342,0.119497499,0.543340576
UHRF2,5.93E-05,0.023305675,0.100300162
UMPS,0.000281404,0.02088124,0.098503071
UNC13B,0.000988984,0.034547456,0.149851676
UPF1,0.000155419,0.070828579,0.343375061
UPF2,0.000472478,0.032686445,0.143715412
UPF3A,0.000166765,0.017378661,0.078268199
UQCC1,0,0.021821629,0.103776467
UQCRB,7.27E-05,0.075873823,0.344233605
UQCRC2,0.000391653,0.099313489,0.422759783
URGCP,7.95E-05,0.022083107,0.104208952
UROS,0.000334051,0.021963523,0.09722576
USF2,6.78E-05,0.058502797,0.292125135
USO1,0.000201532,0.064803234,0.281677054
USP1,0.000240121,0.038546844,0.179689078
USP10,0.000511159,0.043187051,0.191739196
USP14,7.22E-05,0.060211095,0.290837597
USP15,0.000452651,0.027895858,0.117676916
USP16,0,0.03089604,0.13049883
USP19,0.000158079,0.036398957,0.170345975
USP24,0.000199763,0.050384982,0.227630779
USP33,0.000362317,0.044383525,0.189134907
USP36,0.001199795,0.036417668,0.167975396
USP38,0.000497321,0.025959617,0.11523058
USP39,0,0.036753261,0.162290017
USP4,0.000209207,0.03896125,0.173295175
USP40,0,0.027850184,0.118659159
USP48,0,0.036162672,0.156124183
USP7,0,0.101507515,0.452370446
USP8,0.000424446,0.027408051,0.114078878
USP9X,0.000657603,0.12251096,0.510901566
UTP11,0.000481666,0.018308007,0.080380891
UTP25,7.59E-05,0.024371036,0.108275947
UTP4,8.16E-05,0.02335638,0.10107629
UTP6,0.000222752,0.025139671,0.114579951
UTRN,0.000391559,0.085156145,0.303262148
UVRAG,0.000130155,0.023803624,0.110986477
UXS1,0.000209033,0.019407954,0.090959237
VAC14,0.000514146,0.022745278,0.104847686
VAMP3,1.87E-05,0.060089081,0.232083132
VAPA,0.000327896,0.097083932,0.416514848
VAPB,0.000730549,0.05266735,0.231149152
VARS1,0.000286666,0.051417201,0.24582743
VASP,0.000468373,0.056559455,0.26709167
VCPIP1,0.000753702,0.029614155,0.138354576
VDAC1,0.000574225,0.120228802,0.533276303
VEZF1,0,0.047939024,0.210461043
VEZT,0.000129633,0.04195228,0.187025926
VHL,0.000209831,0.0282642,0.117748509
VIRMA,0.000245134,0.070157722,0.31783479
VKORC1L1,0.000537443,0.056222106,0.210786593
VMA21,0.000428617,0.029469501,0.130840707
VOPP1,7.41E-05,0.025791329,0.139883961
VPS13D,0.000249212,0.057468653,0.245938818
VPS26B,0.000223843,0.034706655,0.155202153
VPS26C,0.000146229,0.028276898,0.121634081
VPS29,7.12E-05,0.029375781,0.128511513
VPS35,5.77E-05,0.097757525,0.409892593
VPS35L,0.000110186,0.035210956,0.160978484
VPS36,0.000412434,0.029454307,0.117306054
VPS39,0.000453376,0.048809348,0.206743662
VPS41,0,0.036452791,0.157840382
VPS45,0.000158199,0.031179697,0.14334246
VPS4B,6.36E-05,0.044204759,0.18403132
VPS53,0,0.024384723,0.105657524
VPS8,0.000158198,0.024711598,0.111304669
VTA1,0.000306091,0.032140325,0.132720195
VTI1B,0,0.021114641,0.085573463
WAC,0,0.103748008,0.417240893
WAPL,3.64E-05,0.049442484,0.213168237
WASF2,8.44E-05,0.108784923,0.444851133
WASHC2C,0.000623899,0.020356832,0.085619004
WASHC4,0,0.032828208,0.131951595
WASHC5,0.000199287,0.051921193,0.227246506
WASL,0.000241257,0.056050456,0.231931341
WBP1L,0.001019583,0.054442598,0.248770843
WDFY1,0.000678509,0.026791208,0.115156888
WDFY3,0.001677856,0.041531035,0.175009493
WDR1,6.16E-05,0.162736229,0.787465952
WDR12,0.000381037,0.016736522,0.073576135
WDR26,0.000300815,0.098771808,0.444384919
WDR33,2.01E-05,0.037114466,0.169059249
WDR41,0.000899106,0.020599726,0.088903792
WDR43,6.26E-05,0.031272919,0.132260352
WDR45B,0.000469055,0.058791993,0.278148916
WDR48,0.000103698,0.031122425,0.132016305
WDR5,0.000464888,0.027761591,0.128232642
WDR59,0.000731924,0.017477039,0.072951246
WDR6,0.000446814,0.062452853,0.308321515
WDR61,0.000214032,0.025306549,0.116848712
WDR70,0.001002097,0.016789307,0.075715727
WDR75,7.96E-05,0.02810507,0.120017654
WDR82,0.000256468,0.081010054,0.348352097
WDTC1,0.000176695,0.054092968,0.230639533
WIPI2,0.000211401,0.047706085,0.213135096
WIZ,0.000289255,0.037965378,0.178008439
WRNIP1,0.000266787,0.032549458,0.153043668
WSB1,0,0.047257361,0.182818917
WSB2,0.000740408,0.04016057,0.17786991
WTAP,0,0.043225816,0.18081291
WWC3,0.000443272,0.04300326,0.183629558
WWP2,9.12E-05,0.033435446,0.159601241
WWTR1,0.00012089,0.052039636,0.207328597
XIAP,0.001147106,0.047331344,0.202574143
XPNPEP1,8.01E-05,0.025788973,0.111066803
XPO1,0.000352847,0.101139156,0.440403847
XPO4,0,0.020520497,0.089564546
XPO5,0.000128109,0.037873953,0.177279779
XPO6,0.000365879,0.062159478,0.285101775
XPO7,0.000272922,0.048422218,0.213354978
XRCC5,0.000139123,0.211824901,0.941317654
XRCC6,0.000146074,0.168632257,0.779077552
XRN2,0.000360557,0.067869308,0.300445108
YAP1,0,0.065124988,0.238065953
YARS1,0.000253669,0.050355587,0.238496652
YEATS2,0,0.025134694,0.111231853
YIPF1,0.000570034,0.027287093,0.131257879
YIPF3,0.00021984,0.066467212,0.317219928
YIPF4,0.00021297,0.03998114,0.156469076
YIPF5,0.000133091,0.034223037,0.146994066
YIPF6,0.000215349,0.04853489,0.210570767
YKT6,0.000602174,0.061799554,0.282751406
YLPM1,0,0.048579608,0.212904032
YME1L1,0,0.114020094,0.483266629
YPEL5,0.00014056,0.058097157,0.236185762
YTHDC1,0.000498875,0.052830908,0.227653892
YTHDF1,0.000693633,0.043861546,0.206747851
YTHDF2,0.001019152,0.053843892,0.238534582
YTHDF3,0.000584893,0.058468721,0.250346723
YWHAH,0,0.083730613,0.396850865
YY1,0.000354989,0.07016211,0.305877089
YY1AP1,0.000205517,0.030560394,0.141544441
ZADH2,0.001054502,0.027329842,0.112749353
ZBED1,0.000657745,0.038760237,0.184124987
ZBED5,0.001218299,0.023473852,0.099267443
ZBTB4,0,0.072060308,0.291682659
ZBTB40,0.000224364,0.021452263,0.098395542
ZBTB44,0.000149263,0.039226836,0.156134445
ZBTB7A,0.00023066,0.032089454,0.150460306
ZBTB7B,7.82E-05,0.059406377,0.28544371
ZC3H13,0.000220216,0.053988741,0.229251867
ZC3H14,0.000842994,0.027380889,0.12326129
ZC3H15,0.000151071,0.042116396,0.184177424
ZC3H4,0.000271539,0.028122094,0.134028347
ZC3H7B,0.000375283,0.064935509,0.286800648
ZC3HAV1,0.000872093,0.040087137,0.1734451
ZCCHC14,0,0.0271453,0.112998876
ZCCHC7,0.001000681,0.015808447,0.069092298
ZCRB1,0.000168163,0.027980476,0.130039897
ZDHHC16,4.12E-05,0.022108711,0.103896495
ZDHHC20,0.001164793,0.044711627,0.198492596
ZDHHC3,0.000275568,0.039862206,0.171374056
ZDHHC6,6.82E-05,0.022561902,0.104133385
ZDHHC7,0.000439894,0.034976529,0.156346787
ZDHHC9,0,0.04719391,0.201209509
ZFAND3,0.000324272,0.04999889,0.236203946
ZFAND5,0.000182186,0.090878887,0.359493698
ZFC3H1,0.000304497,0.02515406,0.106447419
ZFP62,0.000653633,0.019824343,0.08876111
ZFP91,0.000523763,0.049409516,0.209557031
ZFR,4.47E-06,0.067047351,0.280764296
ZFX,4.38E-05,0.034050928,0.158816772
ZFYVE1,0.000327225,0.017761127,0.079581669
ZFYVE26,0.000248184,0.024008347,0.114582139
ZHX1,0.000260557,0.036111309,0.137437324
ZKSCAN1,0.00022029,0.102634282,0.467018427
ZMAT2,0.00069143,0.045084654,0.214406369
ZMIZ2,0.000680139,0.061994157,0.292710708
ZMPSTE24,0.000305669,0.055360179,0.251547194
ZMYM2,0.000499879,0.056685211,0.250893087
ZMYM3,0.000575454,0.028496028,0.125326151
ZMYM4,0,0.04838835,0.216721938
ZMYND11,0.000298859,0.078670077,0.330749664
ZMYND8,0.000133426,0.045253675,0.205978581
ZNF12,0.000127182,0.02186056,0.094948317
ZNF121,3.60E-05,0.021694586,0.095259323
ZNF142,0,0.018428849,0.08213597
ZNF146,0.000219829,0.075156806,0.323707467
ZNF148,0.000134019,0.037184165,0.16314457
ZNF207,0.001002305,0.072299258,0.326841828
ZNF251,0.000156304,0.015539444,0.066745931
ZNF3,0.000397699,0.022399973,0.105575483
ZNF317,0.000549383,0.020794014,0.091770839
ZNF318,0.000428571,0.02398725,0.107395749
ZNF335,0.000581676,0.016183214,0.075562564
ZNF33A,0.00099011,0.039839943,0.164993767
ZNF362,0.000343566,0.021616024,0.099561108
ZNF395,0.000122126,0.034551601,0.138484572
ZNF397,0.000629796,0.021815016,0.09251417
ZNF451,0,0.021516942,0.095069404
ZNF496,0.000426786,0.025097261,0.122284026
ZNF561,0.001330954,0.024407222,0.101609419
ZNF562,0.000716606,0.02140167,0.091230588
ZNF592,0.000383251,0.033733031,0.144092268
ZNF609,0,0.039633409,0.185371197
ZNF623,0,0.033158416,0.143977335
ZNF638,0.000450943,0.079880903,0.343679406
ZNF644,0.000177023,0.029740568,0.13631217
ZNF664,0.000981359,0.109041176,0.495822456
ZNF687,0.000615197,0.03294022,0.159641873
ZNF7,0.000681167,0.014301475,0.062971058
ZNF706,0.000175518,0.049162174,0.205293099
ZNF740,0.000324986,0.023956946,0.114585965
ZNF766,0.000761071,0.017314406,0.077882351
ZNF791,0.001146912,0.022114569,0.088535068
ZNF83,0.001279061,0.028250155,0.117899655
ZNF84,0.00014136,0.022321546,0.101228695
ZNFX1,0.000171695,0.059142641,0.276916408
ZNHIT1,0.000301478,0.03511476,0.16720926
ZNHIT6,0.000599469,0.016981532,0.078566856
ZRANB2,0.000377163,0.039195946,0.164979333
ZSWIM8,0.000215883,0.024773633,0.112017922
ZXDC,0.000148116,0.018295414,0.083889747
ZYG11B,0,0.026976023,0.113497653
ZYX,0.000396365,0.097273914,0.396018736
ZZEF1,0.00019418,0.036500472,0.155834156
